ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
922; 11, 3, 1, 1, 1; 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 17; 5; 0
923; 11, 2, 2, 2; 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
924; 11, 2, 2, 1, 1; 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 5; 0
925; 11, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 6; 0
926; 11, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 7; 1
927; 10, 7; 0, 0, 0, 0, 0, 0, 1, 0, 0, 1; 17; 2; 1
928; 10, 6, 1; 1, 0, 0, 0, 0, 1, 0, 0, 0, 1; 17; 3; 1
929; 10, 5, 2; 0, 1, 0, 0, 1, 0, 0, 0, 0, 1; 17; 3; 1
930; 10, 5, 1, 1; 2, 0, 0, 0, 1, 0, 0, 0, 0, 1; 17; 4; 1
931; 10, 4, 3; 0, 0, 1, 1, 0, 0, 0, 0, 0, 1; 17; 3; 1
932; 10, 4, 2, 1; 1, 1, 0, 1, 0, 0, 0, 0, 0, 1; 17; 4; 1
933; 10, 4, 1, 1, 1; 3, 0, 0, 1, 0, 0, 0, 0, 0, 1; 17; 5; 1
934; 10, 3, 3, 1; 1, 0, 2, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
935; 10, 3, 2, 2; 0, 2, 1, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
936; 10, 3, 2, 1, 1; 2, 1, 1, 0, 0, 0, 0, 0, 0, 1; 17; 5; 0
937; 10, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 0, 0, 0, 0, 1; 17; 6; 0
938; 10, 2, 2, 2, 1; 1, 3, 0, 0, 0, 0, 0, 0, 0, 1; 17; 5; 1
939; 10, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 0, 0, 0, 0, 1; 17; 6; 0
940; 10, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 0, 0, 0, 0, 1; 17; 7; 0
941; 10, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 8; 1
942; 9, 8; 0, 0, 0, 0, 0, 0, 0, 1, 1; 17; 2; 1
943; 9, 7, 1; 1, 0, 0, 0, 0, 0, 1, 0, 1; 17; 3; 1
944; 9, 6, 2; 0, 1, 0, 0, 0, 1, 0, 0, 1; 17; 3; 1
945; 9, 6, 1, 1; 2, 0, 0, 0, 0, 1, 0, 0, 1; 17; 4; 1
946; 9, 5, 3; 0, 0, 1, 0, 1, 0, 0, 0, 1; 17; 3; 1
947; 9, 5, 2, 1; 1, 1, 0, 0, 1, 0, 0, 0, 1; 17; 4; 1
948; 9, 5, 1, 1, 1; 3, 0, 0, 0, 1, 0, 0, 0, 1; 17; 5; 1
949; 9, 4, 4; 0, 0, 0, 2, 0, 0, 0, 0, 1; 17; 3; 1
950; 9, 4, 3, 1; 1, 0, 1, 1, 0, 0, 0, 0, 1; 17; 4; 0
951; 9, 4, 2, 2; 0, 2, 0, 1, 0, 0, 0, 0, 1; 17; 4; 0
952; 9, 4, 2, 1, 1; 2, 1, 0, 1, 0, 0, 0, 0, 1; 17; 5; 0
953; 9, 4, 1, 1, 1, 1; 4, 0, 0, 1, 0, 0, 0, 0, 1; 17; 6; 0
954; 9, 3, 3, 2; 0, 1, 2, 0, 0, 0, 0, 0, 1; 17; 4; 1
955; 9, 3, 3, 1, 1; 2, 0, 2, 0, 0, 0, 0, 0, 1; 17; 5; 1
956; 9, 3, 2, 2, 1; 1, 2, 1, 0, 0, 0, 0, 0, 1; 17; 5; 0
957; 9, 3, 2, 1, 1, 1; 3, 1, 1, 0, 0, 0, 0, 0, 1; 17; 6; 0
958; 9, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 0, 0, 0, 0, 1; 17; 7; 0
959; 9, 2, 2, 2, 2; 0, 4, 0, 0, 0, 0, 0, 0, 1; 17; 5; 1
960; 9, 2, 2, 2, 1, 1; 2, 3, 0, 0, 0, 0, 0, 0, 1; 17; 6; 0
961; 9, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 0, 0, 0, 0, 1; 17; 7; 0
962; 9, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 0, 0, 0, 0, 1; 17; 8; 0
963; 9, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 0, 0, 0, 0, 1; 17; 9; 1
964; 8, 8, 1; 1, 0, 0, 0, 0, 0, 0, 2; 17; 3; 1
965; 8, 7, 2; 0, 1, 0, 0, 0, 0, 1, 1; 17; 3; 1
966; 8, 7, 1, 1; 2, 0, 0, 0, 0, 0, 1, 1; 17; 4; 0
967; 8, 6, 3; 0, 0, 1, 0, 0, 1, 0, 1; 17; 3; 1
968; 8, 6, 2, 1; 1, 1, 0, 0, 0, 1, 0, 1; 17; 4; 0
969; 8, 6, 1, 1, 1; 3, 0, 0, 0, 0, 1, 0, 1; 17; 5; 0
970; 8, 5, 4; 0, 0, 0, 1, 1, 0, 0, 1; 17; 3; 1
971; 8, 5, 3, 1; 1, 0, 1, 0, 1, 0, 0, 1; 17; 4; 0
972; 8, 5, 2, 2; 0, 2, 0, 0, 1, 0, 0, 1; 17; 4; 1
973; 8, 5, 2, 1, 1; 2, 1, 0, 0, 1, 0, 0, 1; 17; 5; 0
974; 8, 5, 1, 1, 1, 1; 4, 0, 0, 0, 1, 0, 0, 1; 17; 6; 0
975; 8, 4, 4, 1; 1, 0, 0, 2, 0, 0, 0, 1; 17; 4; 0
976; 8, 4, 3, 2; 0, 1, 1, 1, 0, 0, 0, 1; 17; 4; 1
977; 8, 4, 3, 1, 1; 2, 0, 1, 1, 0, 0, 0, 1; 17; 5; 0
978; 8, 4, 2, 2, 1; 1, 2, 0, 1, 0, 0, 0, 1; 17; 5; 0
979; 8, 4, 2, 1, 1, 1; 3, 1, 0, 1, 0, 0, 0, 1; 17; 6; 0
980; 8, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 0, 0, 0, 1; 17; 7; 0
981; 8, 3, 3, 3; 0, 0, 3, 0, 0, 0, 0, 1; 17; 4; 1
982; 8, 3, 3, 2, 1; 1, 1, 2, 0, 0, 0, 0, 1; 17; 5; 0
983; 8, 3, 3, 1, 1, 1; 3, 0, 2, 0, 0, 0, 0, 1; 17; 6; 0
984; 8, 3, 2, 2, 2; 0, 3, 1, 0, 0, 0, 0, 1; 17; 5; 1
985; 8, 3, 2, 2, 1, 1; 2, 2, 1, 0, 0, 0, 0, 1; 17; 6; 0
986; 8, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 0, 0, 0, 1; 17; 7; 0
987; 8, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 0, 0, 0, 1; 17; 8; 0
988; 8, 2, 2, 2, 2, 1; 1, 4, 0, 0, 0, 0, 0, 1; 17; 6; 0
989; 8, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 0, 0, 0, 1; 17; 7; 0
990; 8, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 0, 0, 0, 1; 17; 8; 0
991; 8, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 0, 0, 0, 1; 17; 9; 0
992; 8, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 0, 0, 0, 1; 17; 10; 0
993; 7, 7, 3; 0, 0, 1, 0, 0, 0, 2; 17; 3; 1
994; 7, 7, 2, 1; 1, 1, 0, 0, 0, 0, 2; 17; 4; 1
995; 7, 7, 1, 1, 1; 3, 0, 0, 0, 0, 0, 2; 17; 5; 1
996; 7, 6, 4; 0, 0, 0, 1, 0, 1, 1; 17; 3; 1
997; 7, 6, 3, 1; 1, 0, 1, 0, 0, 1, 1; 17; 4; 0
998; 7, 6, 2, 2; 0, 2, 0, 0, 0, 1, 1; 17; 4; 1
999; 7, 6, 2, 1, 1; 2, 1, 0, 0, 0, 1, 1; 17; 5; 0
1000; 7, 6, 1, 1, 1, 1; 4, 0, 0, 0, 0, 1, 1; 17; 6; 0
1001; 7, 5, 5; 0, 0, 0, 0, 2, 0, 1; 17; 3; 1
1002; 7, 5, 4, 1; 1, 0, 0, 1, 1, 0, 1; 17; 4; 0
1003; 7, 5, 3, 2; 0, 1, 1, 0, 1, 0, 1; 17; 4; 0
1004; 7, 5, 3, 1, 1; 2, 0, 1, 0, 1, 0, 1; 17; 5; 0
1005; 7, 5, 2, 2, 1; 1, 2, 0, 0, 1, 0, 1; 17; 5; 0
1006; 7, 5, 2, 1, 1, 1; 3, 1, 0, 0, 1, 0, 1; 17; 6; 0
1007; 7, 5, 1, 1, 1, 1, 1; 5, 0, 0, 0, 1, 0, 1; 17; 7; 0
1008; 7, 4, 4, 2; 0, 1, 0, 2, 0, 0, 1; 17; 4; 1
1009; 7, 4, 4, 1, 1; 2, 0, 0, 2, 0, 0, 1; 17; 5; 0
1010; 7, 4, 3, 3; 0, 0, 2, 1, 0, 0, 1; 17; 4; 0
1011; 7, 4, 3, 2, 1; 1, 1, 1, 1, 0, 0, 1; 17; 5; 0
1012; 7, 4, 3, 1, 1, 1; 3, 0, 1, 1, 0, 0, 1; 17; 6; 0
1013; 7, 4, 2, 2, 2; 0, 3, 0, 1, 0, 0, 1; 17; 5; 0
1014; 7, 4, 2, 2, 1, 1; 2, 2, 0, 1, 0, 0, 1; 17; 6; 0
1015; 7, 4, 2, 1, 1, 1, 1; 4, 1, 0, 1, 0, 0, 1; 17; 7; 0
1016; 7, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 1, 0, 0, 1; 17; 8; 0
1017; 7, 3, 3, 3, 1; 1, 0, 3, 0, 0, 0, 1; 17; 5; 0
1018; 7, 3, 3, 2, 2; 0, 2, 2, 0, 0, 0, 1; 17; 5; 0
1019; 7, 3, 3, 2, 1, 1; 2, 1, 2, 0, 0, 0, 1; 17; 6; 0
1020; 7, 3, 3, 1, 1, 1, 1; 4, 0, 2, 0, 0, 0, 1; 17; 7; 0
1021; 7, 3, 2, 2, 2, 1; 1, 3, 1, 0, 0, 0, 1; 17; 6; 0
1022; 7, 3, 2, 2, 1, 1, 1; 3, 2, 1, 0, 0, 0, 1; 17; 7; 0
1023; 7, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 0, 0, 0, 1; 17; 8; 0
1024; 7, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 0, 0, 0, 1; 17; 9; 0
1025; 7, 2, 2, 2, 2, 2; 0, 5, 0, 0, 0, 0, 1; 17; 6; 1
1026; 7, 2, 2, 2, 2, 1, 1; 2, 4, 0, 0, 0, 0, 1; 17; 7; 0
1027; 7, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 0, 0, 0, 1; 17; 8; 0
1028; 7, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 0, 0, 0, 1; 17; 9; 0
1029; 7, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 0, 0, 0, 1; 17; 10; 0
1030; 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 0, 0, 0, 1; 17; 11; 0
1031; 6, 6, 5; 0, 0, 0, 0, 1, 2; 17; 3; 1
1032; 6, 6, 4, 1; 1, 0, 0, 1, 0, 2; 17; 4; 1
1033; 6, 6, 3, 2; 0, 1, 1, 0, 0, 2; 17; 4; 1
1034; 6, 6, 3, 1, 1; 2, 0, 1, 0, 0, 2; 17; 5; 1
1035; 6, 6, 2, 2, 1; 1, 2, 0, 0, 0, 2; 17; 5; 1
1036; 6, 6, 2, 1, 1, 1; 3, 1, 0, 0, 0, 2; 17; 6; 0
1037; 6, 6, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 2; 17; 7; 1
1038; 6, 5, 5, 1; 1, 0, 0, 0, 2, 1; 17; 4; 0
1039; 6, 5, 4, 2; 0, 1, 0, 1, 1, 1; 17; 4; 0
1040; 6, 5, 4, 1, 1; 2, 0, 0, 1, 1, 1; 17; 5; 0
1041; 6, 5, 3, 3; 0, 0, 2, 0, 1, 1; 17; 4; 0
1042; 6, 5, 3, 2, 1; 1, 1, 1, 0, 1, 1; 17; 5; 0
1043; 6, 5, 3, 1, 1, 1; 3, 0, 1, 0, 1, 1; 17; 6; 0
1044; 6, 5, 2, 2, 2; 0, 3, 0, 0, 1, 1; 17; 5; 0
1045; 6, 5, 2, 2, 1, 1; 2, 2, 0, 0, 1, 1; 17; 6; 0
1046; 6, 5, 2, 1, 1, 1, 1; 4, 1, 0, 0, 1, 1; 17; 7; 0
1047; 6, 5, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 1, 1; 17; 8; 0
1048; 6, 4, 4, 3; 0, 0, 1, 2, 0, 1; 17; 4; 1
1049; 6, 4, 4, 2, 1; 1, 1, 0, 2, 0, 1; 17; 5; 0
1050; 6, 4, 4, 1, 1, 1; 3, 0, 0, 2, 0, 1; 17; 6; 0
1051; 6, 4, 3, 3, 1; 1, 0, 2, 1, 0, 1; 17; 5; 0
1052; 6, 4, 3, 2, 2; 0, 2, 1, 1, 0, 1; 17; 5; 0
1053; 6, 4, 3, 2, 1, 1; 2, 1, 1, 1, 0, 1; 17; 6; 0
1054; 6, 4, 3, 1, 1, 1, 1; 4, 0, 1, 1, 0, 1; 17; 7; 0
1055; 6, 4, 2, 2, 2, 1; 1, 3, 0, 1, 0, 1; 17; 6; 0
1056; 6, 4, 2, 2, 1, 1, 1; 3, 2, 0, 1, 0, 1; 17; 7; 0
1057; 6, 4, 2, 1, 1, 1, 1, 1; 5, 1, 0, 1, 0, 1; 17; 8; 0
1058; 6, 4, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 1, 0, 1; 17; 9; 0
1059; 6, 3, 3, 3, 2; 0, 1, 3, 0, 0, 1; 17; 5; 0
1060; 6, 3, 3, 3, 1, 1; 2, 0, 3, 0, 0, 1; 17; 6; 0
1061; 6, 3, 3, 2, 2, 1; 1, 2, 2, 0, 0, 1; 17; 6; 0
1062; 6, 3, 3, 2, 1, 1, 1; 3, 1, 2, 0, 0, 1; 17; 7; 0
1063; 6, 3, 3, 1, 1, 1, 1, 1; 5, 0, 2, 0, 0, 1; 17; 8; 0
1064; 6, 3, 2, 2, 2, 2; 0, 4, 1, 0, 0, 1; 17; 6; 0
1065; 6, 3, 2, 2, 2, 1, 1; 2, 3, 1, 0, 0, 1; 17; 7; 0
1066; 6, 3, 2, 2, 1, 1, 1, 1; 4, 2, 1, 0, 0, 1; 17; 8; 0
1067; 6, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 1, 0, 0, 1; 17; 9; 0
1068; 6, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 1, 0, 0, 1; 17; 10; 0
1069; 6, 2, 2, 2, 2, 2, 1; 1, 5, 0, 0, 0, 1; 17; 7; 0
1070; 6, 2, 2, 2, 2, 1, 1, 1; 3, 4, 0, 0, 0, 1; 17; 8; 0
1071; 6, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 0, 0, 0, 1; 17; 9; 0
1072; 6, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 0, 0, 0, 1; 17; 10; 0
1073; 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 0, 0, 0, 1; 17; 11; 0
1074; 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 0, 0, 0, 1; 17; 12; 0
1075; 5, 5, 5, 2; 0, 1, 0, 0, 3; 17; 4; 1
1076; 5, 5, 5, 1, 1; 2, 0, 0, 0, 3; 17; 5; 1
1077; 5, 5, 4, 3; 0, 0, 1, 1, 2; 17; 4; 1
1078; 5, 5, 4, 2, 1; 1, 1, 0, 1, 2; 17; 5; 0
1079; 5, 5, 4, 1, 1, 1; 3, 0, 0, 1, 2; 17; 6; 0
1080; 5, 5, 3, 3, 1; 1, 0, 2, 0, 2; 17; 5; 0
1081; 5, 5, 3, 2, 2; 0, 2, 1, 0, 2; 17; 5; 0
1082; 5, 5, 3, 2, 1, 1; 2, 1, 1, 0, 2; 17; 6; 0
1083; 5, 5, 3, 1, 1, 1, 1; 4, 0, 1, 0, 2; 17; 7; 0
1084; 5, 5, 2, 2, 2, 1; 1, 3, 0, 0, 2; 17; 6; 0
1085; 5, 5, 2, 2, 1, 1, 1; 3, 2, 0, 0, 2; 17; 7; 0
1086; 5, 5, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 2; 17; 8; 0
1087; 5, 5, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 2; 17; 9; 0
1088; 5, 4, 4, 4; 0, 0, 0, 3, 1; 17; 4; 1
1089; 5, 4, 4, 3, 1; 1, 0, 1, 2, 1; 17; 5; 0
1090; 5, 4, 4, 2, 2; 0, 2, 0, 2, 1; 17; 5; 0
1091; 5, 4, 4, 2, 1, 1; 2, 1, 0, 2, 1; 17; 6; 0
1092; 5, 4, 4, 1, 1, 1, 1; 4, 0, 0, 2, 1; 17; 7; 0
1093; 5, 4, 3, 3, 2; 0, 1, 2, 1, 1; 17; 5; 0
1094; 5, 4, 3, 3, 1, 1; 2, 0, 2, 1, 1; 17; 6; 0
1095; 5, 4, 3, 2, 2, 1; 1, 2, 1, 1, 1; 17; 6; 0
1096; 5, 4, 3, 2, 1, 1, 1; 3, 1, 1, 1, 1; 17; 7; 0
1097; 5, 4, 3, 1, 1, 1, 1, 1; 5, 0, 1, 1, 1; 17; 8; 0
1098; 5, 4, 2, 2, 2, 2; 0, 4, 0, 1, 1; 17; 6; 0
1099; 5, 4, 2, 2, 2, 1, 1; 2, 3, 0, 1, 1; 17; 7; 0
1100; 5, 4, 2, 2, 1, 1, 1, 1; 4, 2, 0, 1, 1; 17; 8; 0
1101; 5, 4, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 1, 1; 17; 9; 0
1102; 5, 4, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 1, 1; 17; 10; 0
1103; 5, 3, 3, 3, 3; 0, 0, 4, 0, 1; 17; 5; 1
1104; 5, 3, 3, 3, 2, 1; 1, 1, 3, 0, 1; 17; 6; 0
1105; 5, 3, 3, 3, 1, 1, 1; 3, 0, 3, 0, 1; 17; 7; 0
1106; 5, 3, 3, 2, 2, 2; 0, 3, 2, 0, 1; 17; 6; 0
1107; 5, 3, 3, 2, 2, 1, 1; 2, 2, 2, 0, 1; 17; 7; 0
1108; 5, 3, 3, 2, 1, 1, 1, 1; 4, 1, 2, 0, 1; 17; 8; 0
1109; 5, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 2, 0, 1; 17; 9; 0
1110; 5, 3, 2, 2, 2, 2, 1; 1, 4, 1, 0, 1; 17; 7; 0
1111; 5, 3, 2, 2, 2, 1, 1, 1; 3, 3, 1, 0, 1; 17; 8; 0
1112; 5, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 1, 0, 1; 17; 9; 0
1113; 5, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 1, 0, 1; 17; 10; 0
1114; 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 1, 0, 1; 17; 11; 0
1115; 5, 2, 2, 2, 2, 2, 2; 0, 6, 0, 0, 1; 17; 7; 1
1116; 5, 2, 2, 2, 2, 2, 1, 1; 2, 5, 0, 0, 1; 17; 8; 0
1117; 5, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 0, 0, 1; 17; 9; 0
1118; 5, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 0, 0, 1; 17; 10; 0
1119; 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 0, 0, 1; 17; 11; 0
1120; 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 0, 0, 1; 17; 12; 0
1121; 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 0, 0, 1; 17; 13; 0
1122; 4, 4, 4, 4, 1; 1, 0, 0, 4; 17; 5; 1
1123; 4, 4, 4, 3, 2; 0, 1, 1, 3; 17; 5; 1
1124; 4, 4, 4, 3, 1, 1; 2, 0, 1, 3; 17; 6; 0
1125; 4, 4, 4, 2, 2, 1; 1, 2, 0, 3; 17; 6; 0
1126; 4, 4, 4, 2, 1, 1, 1; 3, 1, 0, 3; 17; 7; 0
1127; 4, 4, 4, 1, 1, 1, 1, 1; 5, 0, 0, 3; 17; 8; 0
1128; 4, 4, 3, 3, 3; 0, 0, 3, 2; 17; 5; 1
1129; 4, 4, 3, 3, 2, 1; 1, 1, 2, 2; 17; 6; 0
1130; 4, 4, 3, 3, 1, 1, 1; 3, 0, 2, 2; 17; 7; 0
1131; 4, 4, 3, 2, 2, 2; 0, 3, 1, 2; 17; 6; 0
1132; 4, 4, 3, 2, 2, 1, 1; 2, 2, 1, 2; 17; 7; 0
1133; 4, 4, 3, 2, 1, 1, 1, 1; 4, 1, 1, 2; 17; 8; 0
1134; 4, 4, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 2; 17; 9; 0
1135; 4, 4, 2, 2, 2, 2, 1; 1, 4, 0, 2; 17; 7; 0
1136; 4, 4, 2, 2, 2, 1, 1, 1; 3, 3, 0, 2; 17; 8; 0
1137; 4, 4, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 2; 17; 9; 0
1138; 4, 4, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 2; 17; 10; 0
1139; 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 2; 17; 11; 0
1140; 4, 3, 3, 3, 3, 1; 1, 0, 4, 1; 17; 6; 0
1141; 4, 3, 3, 3, 2, 2; 0, 2, 3, 1; 17; 6; 0
1142; 4, 3, 3, 3, 2, 1, 1; 2, 1, 3, 1; 17; 7; 0
1143; 4, 3, 3, 3, 1, 1, 1, 1; 4, 0, 3, 1; 17; 8; 0
1144; 4, 3, 3, 2, 2, 2, 1; 1, 3, 2, 1; 17; 7; 0
1145; 4, 3, 3, 2, 2, 1, 1, 1; 3, 2, 2, 1; 17; 8; 0
1146; 4, 3, 3, 2, 1, 1, 1, 1, 1; 5, 1, 2, 1; 17; 9; 0
1147; 4, 3, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 2, 1; 17; 10; 0
1148; 4, 3, 2, 2, 2, 2, 2; 0, 5, 1, 1; 17; 7; 0
1149; 4, 3, 2, 2, 2, 2, 1, 1; 2, 4, 1, 1; 17; 8; 0
1150; 4, 3, 2, 2, 2, 1, 1, 1, 1; 4, 3, 1, 1; 17; 9; 0
1151; 4, 3, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 1, 1; 17; 10; 0
1152; 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 1, 1; 17; 11; 0
1153; 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 1, 1; 17; 12; 0
1154; 4, 2, 2, 2, 2, 2, 2, 1; 1, 6, 0, 1; 17; 8; 0
1155; 4, 2, 2, 2, 2, 2, 1, 1, 1; 3, 5, 0, 1; 17; 9; 0
1156; 4, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 4, 0, 1; 17; 10; 0
1157; 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 3, 0, 1; 17; 11; 0
1158; 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 2, 0, 1; 17; 12; 0
1159; 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 1, 0, 1; 17; 13; 0
1160; 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 0, 0, 1; 17; 14; 0
1161; 3, 3, 3, 3, 3, 2; 0, 1, 5; 17; 6; 1
1162; 3, 3, 3, 3, 3, 1, 1; 2, 0, 5; 17; 7; 1
1163; 3, 3, 3, 3, 2, 2, 1; 1, 2, 4; 17; 7; 0
1164; 3, 3, 3, 3, 2, 1, 1, 1; 3, 1, 4; 17; 8; 0
1165; 3, 3, 3, 3, 1, 1, 1, 1, 1; 5, 0, 4; 17; 9; 0
1166; 3, 3, 3, 2, 2, 2, 2; 0, 4, 3; 17; 7; 0
1167; 3, 3, 3, 2, 2, 2, 1, 1; 2, 3, 3; 17; 8; 0
1168; 3, 3, 3, 2, 2, 1, 1, 1, 1; 4, 2, 3; 17; 9; 0
1169; 3, 3, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 3; 17; 10; 0
1170; 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 3; 17; 11; 0
1171; 3, 3, 2, 2, 2, 2, 2, 1; 1, 5, 2; 17; 8; 0
1172; 3, 3, 2, 2, 2, 2, 1, 1, 1; 3, 4, 2; 17; 9; 0
1173; 3, 3, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 2; 17; 10; 0
1174; 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 2; 17; 11; 0
1175; 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 2; 17; 12; 0
1176; 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 2; 17; 13; 0
1177; 3, 2, 2, 2, 2, 2, 2, 2; 0, 7, 1; 17; 8; 1
1178; 3, 2, 2, 2, 2, 2, 2, 1, 1; 2, 6, 1; 17; 9; 0
1179; 3, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 5, 1; 17; 10; 0
1180; 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 4, 1; 17; 11; 0
1181; 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 3, 1; 17; 12; 0
1182; 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 2, 1; 17; 13; 0
1183; 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 1, 1; 17; 14; 0
1184; 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 0, 1; 17; 15; 0
1185; 2, 2, 2, 2, 2, 2, 2, 2, 1; 1, 8; 17; 9; 1
1186; 2, 2, 2, 2, 2, 2, 2, 1, 1, 1; 3, 7; 17; 10; 0
1187; 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 6; 17; 11; 0
1188; 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 5; 17; 12; 0
1189; 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 4; 17; 13; 0
1190; 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 3; 17; 14; 0
1191; 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 2; 17; 15; 0
1192; 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 15, 1; 17; 16; 0
1193; 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 17, 0; 17; 17; 1
1194; 17, 1; 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 2; 1
1195; 16, 2; 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 2; 1
