ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
1196; 16, 1, 1; 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1197; 15, 3; 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 2; 1
1198; 15, 2, 1; 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1199; 15, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1200; 14, 4; 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 2; 1
1201; 14, 3, 1; 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1202; 14, 2, 2; 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1203; 14, 2, 1, 1; 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 0
1204; 14, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 1
1205; 13, 5; 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 2; 1
1206; 13, 4, 1; 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1207; 13, 3, 2; 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1208; 13, 3, 1, 1; 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1209; 13, 2, 2, 1; 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1210; 13, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 0
1211; 13, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 6; 1
1212; 12, 6; 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 18; 2; 1
1213; 12, 5, 1; 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1214; 12, 4, 2; 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1215; 12, 4, 1, 1; 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1216; 12, 3, 3; 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1217; 12, 3, 2, 1; 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 0
1218; 12, 3, 1, 1, 1; 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 0
1219; 12, 2, 2, 2; 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1220; 12, 2, 2, 1, 1; 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 0
1221; 12, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1222; 12, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 7; 1
1223; 11, 7; 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1; 18; 2; 1
1224; 11, 6, 1; 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 18; 3; 1
1225; 11, 5, 2; 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1; 18; 3; 1
1226; 11, 5, 1, 1; 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 18; 4; 1
1227; 11, 4, 3; 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1; 18; 3; 1
1228; 11, 4, 2, 1; 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1229; 11, 4, 1, 1, 1; 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 18; 5; 1
1230; 11, 3, 3, 1; 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1231; 11, 3, 2, 2; 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1232; 11, 3, 2, 1, 1; 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 0
1233; 11, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1234; 11, 2, 2, 2, 1; 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 1
1235; 11, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1236; 11, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 7; 0
1237; 11, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 8; 1
1238; 10, 8; 0, 0, 0, 0, 0, 0, 0, 1, 0, 1; 18; 2; 1
1239; 10, 7, 1; 1, 0, 0, 0, 0, 0, 1, 0, 0, 1; 18; 3; 1
1240; 10, 6, 2; 0, 1, 0, 0, 0, 1, 0, 0, 0, 1; 18; 3; 1
1241; 10, 6, 1, 1; 2, 0, 0, 0, 0, 1, 0, 0, 0, 1; 18; 4; 1
1242; 10, 5, 3; 0, 0, 1, 0, 1, 0, 0, 0, 0, 1; 18; 3; 1
1243; 10, 5, 2, 1; 1, 1, 0, 0, 1, 0, 0, 0, 0, 1; 18; 4; 1
1244; 10, 5, 1, 1, 1; 3, 0, 0, 0, 1, 0, 0, 0, 0, 1; 18; 5; 1
1245; 10, 4, 4; 0, 0, 0, 2, 0, 0, 0, 0, 0, 1; 18; 3; 1
1246; 10, 4, 3, 1; 1, 0, 1, 1, 0, 0, 0, 0, 0, 1; 18; 4; 0
1247; 10, 4, 2, 2; 0, 2, 0, 1, 0, 0, 0, 0, 0, 1; 18; 4; 0
1248; 10, 4, 2, 1, 1; 2, 1, 0, 1, 0, 0, 0, 0, 0, 1; 18; 5; 0
1249; 10, 4, 1, 1, 1, 1; 4, 0, 0, 1, 0, 0, 0, 0, 0, 1; 18; 6; 0
1250; 10, 3, 3, 2; 0, 1, 2, 0, 0, 0, 0, 0, 0, 1; 18; 4; 1
1251; 10, 3, 3, 1, 1; 2, 0, 2, 0, 0, 0, 0, 0, 0, 1; 18; 5; 1
1252; 10, 3, 2, 2, 1; 1, 2, 1, 0, 0, 0, 0, 0, 0, 1; 18; 5; 0
1253; 10, 3, 2, 1, 1, 1; 3, 1, 1, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1254; 10, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 0, 0, 0, 0, 0, 1; 18; 7; 0
1255; 10, 2, 2, 2, 2; 0, 4, 0, 0, 0, 0, 0, 0, 0, 1; 18; 5; 1
1256; 10, 2, 2, 2, 1, 1; 2, 3, 0, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1257; 10, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 0, 0, 0, 0, 0, 1; 18; 7; 0
1258; 10, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 0, 0, 0, 0, 0, 1; 18; 8; 0
1259; 10, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 0, 0, 0, 0, 0, 1; 18; 9; 1
1260; 9, 9; 0, 0, 0, 0, 0, 0, 0, 0, 2; 18; 2; 1
1261; 9, 8, 1; 1, 0, 0, 0, 0, 0, 0, 1, 1; 18; 3; 0
1262; 9, 7, 2; 0, 1, 0, 0, 0, 0, 1, 0, 1; 18; 3; 0
1263; 9, 7, 1, 1; 2, 0, 0, 0, 0, 0, 1, 0, 1; 18; 4; 0
1264; 9, 6, 3; 0, 0, 1, 0, 0, 1, 0, 0, 1; 18; 3; 0
1265; 9, 6, 2, 1; 1, 1, 0, 0, 0, 1, 0, 0, 1; 18; 4; 0
1266; 9, 6, 1, 1, 1; 3, 0, 0, 0, 0, 1, 0, 0, 1; 18; 5; 0
1267; 9, 5, 4; 0, 0, 0, 1, 1, 0, 0, 0, 1; 18; 3; 0
1268; 9, 5, 3, 1; 1, 0, 1, 0, 1, 0, 0, 0, 1; 18; 4; 0
1269; 9, 5, 2, 2; 0, 2, 0, 0, 1, 0, 0, 0, 1; 18; 4; 0
1270; 9, 5, 2, 1, 1; 2, 1, 0, 0, 1, 0, 0, 0, 1; 18; 5; 0
1271; 9, 5, 1, 1, 1, 1; 4, 0, 0, 0, 1, 0, 0, 0, 1; 18; 6; 0
1272; 9, 4, 4, 1; 1, 0, 0, 2, 0, 0, 0, 0, 1; 18; 4; 0
1273; 9, 4, 3, 2; 0, 1, 1, 1, 0, 0, 0, 0, 1; 18; 4; 0
1274; 9, 4, 3, 1, 1; 2, 0, 1, 1, 0, 0, 0, 0, 1; 18; 5; 0
1275; 9, 4, 2, 2, 1; 1, 2, 0, 1, 0, 0, 0, 0, 1; 18; 5; 0
1276; 9, 4, 2, 1, 1, 1; 3, 1, 0, 1, 0, 0, 0, 0, 1; 18; 6; 0
1277; 9, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 0, 0, 0, 0, 1; 18; 7; 0
1278; 9, 3, 3, 3; 0, 0, 3, 0, 0, 0, 0, 0, 1; 18; 4; 0
1279; 9, 3, 3, 2, 1; 1, 1, 2, 0, 0, 0, 0, 0, 1; 18; 5; 0
1280; 9, 3, 3, 1, 1, 1; 3, 0, 2, 0, 0, 0, 0, 0, 1; 18; 6; 0
1281; 9, 3, 2, 2, 2; 0, 3, 1, 0, 0, 0, 0, 0, 1; 18; 5; 0
1282; 9, 3, 2, 2, 1, 1; 2, 2, 1, 0, 0, 0, 0, 0, 1; 18; 6; 0
1283; 9, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 0, 0, 0, 0, 1; 18; 7; 0
1284; 9, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 0, 0, 0, 0, 1; 18; 8; 0
1285; 9, 2, 2, 2, 2, 1; 1, 4, 0, 0, 0, 0, 0, 0, 1; 18; 6; 0
1286; 9, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 0, 0, 0, 0, 1; 18; 7; 0
1287; 9, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 0, 0, 0, 0, 1; 18; 8; 0
1288; 9, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 0, 0, 0, 0, 1; 18; 9; 0
1289; 9, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 0, 0, 0, 0, 1; 18; 10; 0
1290; 8, 8, 2; 0, 1, 0, 0, 0, 0, 0, 2; 18; 3; 1
1291; 8, 8, 1, 1; 2, 0, 0, 0, 0, 0, 0, 2; 18; 4; 1
1292; 8, 7, 3; 0, 0, 1, 0, 0, 0, 1, 1; 18; 3; 1
1293; 8, 7, 2, 1; 1, 1, 0, 0, 0, 0, 1, 1; 18; 4; 0
1294; 8, 7, 1, 1, 1; 3, 0, 0, 0, 0, 0, 1, 1; 18; 5; 0
1295; 8, 6, 4; 0, 0, 0, 1, 0, 1, 0, 1; 18; 3; 1
1296; 8, 6, 3, 1; 1, 0, 1, 0, 0, 1, 0, 1; 18; 4; 0
1297; 8, 6, 2, 2; 0, 2, 0, 0, 0, 1, 0, 1; 18; 4; 0
1298; 8, 6, 2, 1, 1; 2, 1, 0, 0, 0, 1, 0, 1; 18; 5; 0
1299; 8, 6, 1, 1, 1, 1; 4, 0, 0, 0, 0, 1, 0, 1; 18; 6; 0
1300; 8, 5, 5; 0, 0, 0, 0, 2, 0, 0, 1; 18; 3; 1
1301; 8, 5, 4, 1; 1, 0, 0, 1, 1, 0, 0, 1; 18; 4; 0
1302; 8, 5, 3, 2; 0, 1, 1, 0, 1, 0, 0, 1; 18; 4; 0
1303; 8, 5, 3, 1, 1; 2, 0, 1, 0, 1, 0, 0, 1; 18; 5; 0
1304; 8, 5, 2, 2, 1; 1, 2, 0, 0, 1, 0, 0, 1; 18; 5; 0
1305; 8, 5, 2, 1, 1, 1; 3, 1, 0, 0, 1, 0, 0, 1; 18; 6; 0
1306; 8, 5, 1, 1, 1, 1, 1; 5, 0, 0, 0, 1, 0, 0, 1; 18; 7; 0
1307; 8, 4, 4, 2; 0, 1, 0, 2, 0, 0, 0, 1; 18; 4; 0
1308; 8, 4, 4, 1, 1; 2, 0, 0, 2, 0, 0, 0, 1; 18; 5; 0
1309; 8, 4, 3, 3; 0, 0, 2, 1, 0, 0, 0, 1; 18; 4; 1
1310; 8, 4, 3, 2, 1; 1, 1, 1, 1, 0, 0, 0, 1; 18; 5; 0
1311; 8, 4, 3, 1, 1, 1; 3, 0, 1, 1, 0, 0, 0, 1; 18; 6; 0
1312; 8, 4, 2, 2, 2; 0, 3, 0, 1, 0, 0, 0, 1; 18; 5; 0
1313; 8, 4, 2, 2, 1, 1; 2, 2, 0, 1, 0, 0, 0, 1; 18; 6; 0
1314; 8, 4, 2, 1, 1, 1, 1; 4, 1, 0, 1, 0, 0, 0, 1; 18; 7; 0
1315; 8, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 1, 0, 0, 0, 1; 18; 8; 0
1316; 8, 3, 3, 3, 1; 1, 0, 3, 0, 0, 0, 0, 1; 18; 5; 0
1317; 8, 3, 3, 2, 2; 0, 2, 2, 0, 0, 0, 0, 1; 18; 5; 0
1318; 8, 3, 3, 2, 1, 1; 2, 1, 2, 0, 0, 0, 0, 1; 18; 6; 0
1319; 8, 3, 3, 1, 1, 1, 1; 4, 0, 2, 0, 0, 0, 0, 1; 18; 7; 0
1320; 8, 3, 2, 2, 2, 1; 1, 3, 1, 0, 0, 0, 0, 1; 18; 6; 0
1321; 8, 3, 2, 2, 1, 1, 1; 3, 2, 1, 0, 0, 0, 0, 1; 18; 7; 0
1322; 8, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 0, 0, 0, 0, 1; 18; 8; 0
1323; 8, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 0, 0, 0, 0, 1; 18; 9; 0
1324; 8, 2, 2, 2, 2, 2; 0, 5, 0, 0, 0, 0, 0, 1; 18; 6; 0
1325; 8, 2, 2, 2, 2, 1, 1; 2, 4, 0, 0, 0, 0, 0, 1; 18; 7; 0
1326; 8, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 0, 0, 0, 0, 1; 18; 8; 0
1327; 8, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 0, 0, 0, 0, 1; 18; 9; 0
1328; 8, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 0, 0, 0, 0, 1; 18; 10; 0
1329; 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 0, 0, 0, 0, 1; 18; 11; 0
1330; 7, 7, 4; 0, 0, 0, 1, 0, 0, 2; 18; 3; 1
1331; 7, 7, 3, 1; 1, 0, 1, 0, 0, 0, 2; 18; 4; 1
1332; 7, 7, 2, 2; 0, 2, 0, 0, 0, 0, 2; 18; 4; 1
1333; 7, 7, 2, 1, 1; 2, 1, 0, 0, 0, 0, 2; 18; 5; 0
1334; 7, 7, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 2; 18; 6; 1
1335; 7, 6, 5; 0, 0, 0, 0, 1, 1, 1; 18; 3; 1
1336; 7, 6, 4, 1; 1, 0, 0, 1, 0, 1, 1; 18; 4; 0
1337; 7, 6, 3, 2; 0, 1, 1, 0, 0, 1, 1; 18; 4; 0
1338; 7, 6, 3, 1, 1; 2, 0, 1, 0, 0, 1, 1; 18; 5; 0
1339; 7, 6, 2, 2, 1; 1, 2, 0, 0, 0, 1, 1; 18; 5; 0
1340; 7, 6, 2, 1, 1, 1; 3, 1, 0, 0, 0, 1, 1; 18; 6; 0
1341; 7, 6, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 1, 1; 18; 7; 0
1342; 7, 5, 5, 1; 1, 0, 0, 0, 2, 0, 1; 18; 4; 1
1343; 7, 5, 4, 2; 0, 1, 0, 1, 1, 0, 1; 18; 4; 0
1344; 7, 5, 4, 1, 1; 2, 0, 0, 1, 1, 0, 1; 18; 5; 0
1345; 7, 5, 3, 3; 0, 0, 2, 0, 1, 0, 1; 18; 4; 1
1346; 7, 5, 3, 2, 1; 1, 1, 1, 0, 1, 0, 1; 18; 5; 0
1347; 7, 5, 3, 1, 1, 1; 3, 0, 1, 0, 1, 0, 1; 18; 6; 0
1348; 7, 5, 2, 2, 2; 0, 3, 0, 0, 1, 0, 1; 18; 5; 0
1349; 7, 5, 2, 2, 1, 1; 2, 2, 0, 0, 1, 0, 1; 18; 6; 0
1350; 7, 5, 2, 1, 1, 1, 1; 4, 1, 0, 0, 1, 0, 1; 18; 7; 0
1351; 7, 5, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 1, 0, 1; 18; 8; 0
1352; 7, 4, 4, 3; 0, 0, 1, 2, 0, 0, 1; 18; 4; 0
1353; 7, 4, 4, 2, 1; 1, 1, 0, 2, 0, 0, 1; 18; 5; 0
1354; 7, 4, 4, 1, 1, 1; 3, 0, 0, 2, 0, 0, 1; 18; 6; 0
1355; 7, 4, 3, 3, 1; 1, 0, 2, 1, 0, 0, 1; 18; 5; 0
1356; 7, 4, 3, 2, 2; 0, 2, 1, 1, 0, 0, 1; 18; 5; 0
1357; 7, 4, 3, 2, 1, 1; 2, 1, 1, 1, 0, 0, 1; 18; 6; 0
1358; 7, 4, 3, 1, 1, 1, 1; 4, 0, 1, 1, 0, 0, 1; 18; 7; 0
1359; 7, 4, 2, 2, 2, 1; 1, 3, 0, 1, 0, 0, 1; 18; 6; 0
1360; 7, 4, 2, 2, 1, 1, 1; 3, 2, 0, 1, 0, 0, 1; 18; 7; 0
1361; 7, 4, 2, 1, 1, 1, 1, 1; 5, 1, 0, 1, 0, 0, 1; 18; 8; 0
1362; 7, 4, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 1, 0, 0, 1; 18; 9; 0
1363; 7, 3, 3, 3, 2; 0, 1, 3, 0, 0, 0, 1; 18; 5; 0
1364; 7, 3, 3, 3, 1, 1; 2, 0, 3, 0, 0, 0, 1; 18; 6; 0
1365; 7, 3, 3, 2, 2, 1; 1, 2, 2, 0, 0, 0, 1; 18; 6; 0
1366; 7, 3, 3, 2, 1, 1, 1; 3, 1, 2, 0, 0, 0, 1; 18; 7; 0
1367; 7, 3, 3, 1, 1, 1, 1, 1; 5, 0, 2, 0, 0, 0, 1; 18; 8; 0
1368; 7, 3, 2, 2, 2, 2; 0, 4, 1, 0, 0, 0, 1; 18; 6; 0
1369; 7, 3, 2, 2, 2, 1, 1; 2, 3, 1, 0, 0, 0, 1; 18; 7; 0
1370; 7, 3, 2, 2, 1, 1, 1, 1; 4, 2, 1, 0, 0, 0, 1; 18; 8; 0
1371; 7, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 1, 0, 0, 0, 1; 18; 9; 0
1372; 7, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 1, 0, 0, 0, 1; 18; 10; 0
1373; 7, 2, 2, 2, 2, 2, 1; 1, 5, 0, 0, 0, 0, 1; 18; 7; 0
1374; 7, 2, 2, 2, 2, 1, 1, 1; 3, 4, 0, 0, 0, 0, 1; 18; 8; 0
1375; 7, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 0, 0, 0, 0, 1; 18; 9; 0
1376; 7, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 0, 0, 0, 0, 1; 18; 10; 0
1377; 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 0, 0, 0, 0, 1; 18; 11; 0
1378; 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 0, 0, 0, 0, 1; 18; 12; 0
1379; 6, 6, 6; 0, 0, 0, 0, 0, 3; 18; 3; 1
1380; 6, 6, 5, 1; 1, 0, 0, 0, 1, 2; 18; 4; 0
1381; 6, 6, 4, 2; 0, 1, 0, 1, 0, 2; 18; 4; 0
1382; 6, 6, 4, 1, 1; 2, 0, 0, 1, 0, 2; 18; 5; 0
1383; 6, 6, 3, 3; 0, 0, 2, 0, 0, 2; 18; 4; 0
1384; 6, 6, 3, 2, 1; 1, 1, 1, 0, 0, 2; 18; 5; 0
1385; 6, 6, 3, 1, 1, 1; 3, 0, 1, 0, 0, 2; 18; 6; 0
1386; 6, 6, 2, 2, 2; 0, 3, 0, 0, 0, 2; 18; 5; 0
1387; 6, 6, 2, 2, 1, 1; 2, 2, 0, 0, 0, 2; 18; 6; 0
1388; 6, 6, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 2; 18; 7; 0
1389; 6, 6, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 2; 18; 8; 0
1390; 6, 5, 5, 2; 0, 1, 0, 0, 2, 1; 18; 4; 1
1391; 6, 5, 5, 1, 1; 2, 0, 0, 0, 2, 1; 18; 5; 0
1392; 6, 5, 4, 3; 0, 0, 1, 1, 1, 1; 18; 4; 0
1393; 6, 5, 4, 2, 1; 1, 1, 0, 1, 1, 1; 18; 5; 0
1394; 6, 5, 4, 1, 1, 1; 3, 0, 0, 1, 1, 1; 18; 6; 0
1395; 6, 5, 3, 3, 1; 1, 0, 2, 0, 1, 1; 18; 5; 0
1396; 6, 5, 3, 2, 2; 0, 2, 1, 0, 1, 1; 18; 5; 0
1397; 6, 5, 3, 2, 1, 1; 2, 1, 1, 0, 1, 1; 18; 6; 0
1398; 6, 5, 3, 1, 1, 1, 1; 4, 0, 1, 0, 1, 1; 18; 7; 0
1399; 6, 5, 2, 2, 2, 1; 1, 3, 0, 0, 1, 1; 18; 6; 0
1400; 6, 5, 2, 2, 1, 1, 1; 3, 2, 0, 0, 1, 1; 18; 7; 0
1401; 6, 5, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 1, 1; 18; 8; 0
1402; 6, 5, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 1, 1; 18; 9; 0
1403; 6, 4, 4, 4; 0, 0, 0, 3, 0, 1; 18; 4; 1
1404; 6, 4, 4, 3, 1; 1, 0, 1, 2, 0, 1; 18; 5; 0
1405; 6, 4, 4, 2, 2; 0, 2, 0, 2, 0, 1; 18; 5; 0
1406; 6, 4, 4, 2, 1, 1; 2, 1, 0, 2, 0, 1; 18; 6; 0
1407; 6, 4, 4, 1, 1, 1, 1; 4, 0, 0, 2, 0, 1; 18; 7; 0
1408; 6, 4, 3, 3, 2; 0, 1, 2, 1, 0, 1; 18; 5; 0
1409; 6, 4, 3, 3, 1, 1; 2, 0, 2, 1, 0, 1; 18; 6; 0
1410; 6, 4, 3, 2, 2, 1; 1, 2, 1, 1, 0, 1; 18; 6; 0
1411; 6, 4, 3, 2, 1, 1, 1; 3, 1, 1, 1, 0, 1; 18; 7; 0
1412; 6, 4, 3, 1, 1, 1, 1, 1; 5, 0, 1, 1, 0, 1; 18; 8; 0
1413; 6, 4, 2, 2, 2, 2; 0, 4, 0, 1, 0, 1; 18; 6; 0
1414; 6, 4, 2, 2, 2, 1, 1; 2, 3, 0, 1, 0, 1; 18; 7; 0
1415; 6, 4, 2, 2, 1, 1, 1, 1; 4, 2, 0, 1, 0, 1; 18; 8; 0
1416; 6, 4, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 1, 0, 1; 18; 9; 0
1417; 6, 4, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 1, 0, 1; 18; 10; 0
1418; 6, 3, 3, 3, 3; 0, 0, 4, 0, 0, 1; 18; 5; 0
1419; 6, 3, 3, 3, 2, 1; 1, 1, 3, 0, 0, 1; 18; 6; 0
1420; 6, 3, 3, 3, 1, 1, 1; 3, 0, 3, 0, 0, 1; 18; 7; 0
1421; 6, 3, 3, 2, 2, 2; 0, 3, 2, 0, 0, 1; 18; 6; 0
1422; 6, 3, 3, 2, 2, 1, 1; 2, 2, 2, 0, 0, 1; 18; 7; 0
1423; 6, 3, 3, 2, 1, 1, 1, 1; 4, 1, 2, 0, 0, 1; 18; 8; 0
1424; 6, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 2, 0, 0, 1; 18; 9; 0
1425; 6, 3, 2, 2, 2, 2, 1; 1, 4, 1, 0, 0, 1; 18; 7; 0
1426; 6, 3, 2, 2, 2, 1, 1, 1; 3, 3, 1, 0, 0, 1; 18; 8; 0
1427; 6, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 1, 0, 0, 1; 18; 9; 0
1428; 6, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 1, 0, 0, 1; 18; 10; 0
1429; 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 1, 0, 0, 1; 18; 11; 0
1430; 6, 2, 2, 2, 2, 2, 2; 0, 6, 0, 0, 0, 1; 18; 7; 0
1431; 6, 2, 2, 2, 2, 2, 1, 1; 2, 5, 0, 0, 0, 1; 18; 8; 0
1432; 6, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 0, 0, 0, 1; 18; 9; 0
1433; 6, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 0, 0, 0, 1; 18; 10; 0
1434; 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 0, 0, 0, 1; 18; 11; 0
1435; 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 0, 0, 0, 1; 18; 12; 0
1436; 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 0, 0, 0, 1; 18; 13; 0
1437; 5, 5, 5, 3; 0, 0, 1, 0, 3; 18; 4; 1
1438; 5, 5, 5, 2, 1; 1, 1, 0, 0, 3; 18; 5; 1
1439; 5, 5, 5, 1, 1, 1; 3, 0, 0, 0, 3; 18; 6; 1
1440; 5, 5, 4, 4; 0, 0, 0, 2, 2; 18; 4; 1
1441; 5, 5, 4, 3, 1; 1, 0, 1, 1, 2; 18; 5; 0
1442; 5, 5, 4, 2, 2; 0, 2, 0, 1, 2; 18; 5; 0
1443; 5, 5, 4, 2, 1, 1; 2, 1, 0, 1, 2; 18; 6; 0
1444; 5, 5, 4, 1, 1, 1, 1; 4, 0, 0, 1, 2; 18; 7; 0
1445; 5, 5, 3, 3, 2; 0, 1, 2, 0, 2; 18; 5; 0
1446; 5, 5, 3, 3, 1, 1; 2, 0, 2, 0, 2; 18; 6; 0
1447; 5, 5, 3, 2, 2, 1; 1, 2, 1, 0, 2; 18; 6; 0
1448; 5, 5, 3, 2, 1, 1, 1; 3, 1, 1, 0, 2; 18; 7; 0
1449; 5, 5, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 2; 18; 8; 0
1450; 5, 5, 2, 2, 2, 2; 0, 4, 0, 0, 2; 18; 6; 1
1451; 5, 5, 2, 2, 2, 1, 1; 2, 3, 0, 0, 2; 18; 7; 0
1452; 5, 5, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 2; 18; 8; 0
1453; 5, 5, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 2; 18; 9; 0
1454; 5, 5, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 2; 18; 10; 0
1455; 5, 4, 4, 4, 1; 1, 0, 0, 3, 1; 18; 5; 0
